Luminous Room/Urp,John Underkoffler,Jerome B. Wiesner Professor of Media Arts and Sciences
M-Views,Glorianna Davenport,Visiting Scientist
Machine Therapy,Kelly Dobson,Research Affiliate
MACH: My Automated Conversation coacH,Rosalind W. Picard,Professor of Media Arts and Sciences
Machine Therapy,Chris Csikszentmihályi,Research Affiliate
MACH: My Automated Conversation coacH,M. Ehsan Hoque,Professor of Media Arts and Sciences
Making with Stories,Mitchel Resnick,LEGO Papert Professor of Learning Research
Magician-Robot Interaction,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
Making Engaging Concerts,Rosalind W. Picard,Professor of Media Arts and Sciences
Making with Stories,Natalie Rusk,LEGO Papert Professor of Learning Research
Magician-Robot Interaction,David Nunez,Associate Professor of Media Arts and Sciences
Magician-Robot Interaction,Luke Plummer,Associate Professor of Media Arts and Sciences
Making Engaging Concerts,Elliott Hedman,Professor of Media Arts and Sciences
Meal Time,Andrew Lippman,Senior Research Scientist
Mapping Banned Books,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Map Scratch,Mitchel Resnick,LEGO Papert Professor of Learning Research
Mapping Banned Books,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
Map Scratch,Sayamindu Dasgupta,LEGO Papert Professor of Learning Research
MatchMaker,Henry Holtzman,Research Affiliate
Polynyms,Walter Bender,Senior Research Scientist
Polarization Fields: Glasses-Free 3DTV,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Polarization Fields: Glasses-Free 3DTV,Nikhil Naik,Associate Professor of Media Arts and Sciences
Polarization Fields: Glasses-Free 3DTV,Gordon Wetzstein,Associate Professor of Media Arts and Sciences
PolyQuest,Andrew Lippman,Senior Research Scientist
PolyQuest,Polychronis Ypodimatopoulos,Senior Research Scientist
Portable Retinal Imaging,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Portrait of Cati 2,Pattie Maes,Professor of Media Technology
Portable Retinal Imaging,Alex Olwal,Associate Professor of Media Arts and Sciences
Portable Retinal Imaging,Everett Lawson,Associate Professor of Media Arts and Sciences
Portable Retinal Imaging,Nikhil Naik,Associate Professor of Media Arts and Sciences
Portable Retinal Imaging,Gordon Wetzstein,Associate Professor of Media Arts and Sciences
Portrait of Cati 2,Sajid Sadi,Professor of Media Technology
Portrait of Cati 2,Stefan P. Agamanolis,Professor of Media Technology
PostHistory,Judith S. Donath,Research Scientist
Postmarked,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Powered Ankle-Foot Prosthesis,Hugh Herr,Professor of Media Arts and Sciences
Posture Recognition Chair,Rosalind W. Picard,Professor of Media Arts and Sciences
Powered Ankle-Foot Prosthesis,Matthew Carney,Professor of Media Arts and Sciences
Powers Sensor Chair,Tod Machover,Muriel R. Cooper Professor of Music and Media
Posture Recognition Chair,Winslow S. Burleson,Professor of Media Arts and Sciences
PreCursor,Pattie Maes,Professor of Media Technology
Powers Sensor Chair,Elena Jessop,Muriel R. Cooper Professor of Music and Media
PreCursor,Pranav Mistry,Professor of Media Technology
Media Cloud Brazil,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Media Cloud Brazil,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
Printed Electro-Mechanical Systems (PEMS),Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
Printed Electro-Mechanical Systems (PEMS),Neil A. Gershenfeld,Associate Professor of Media Arts and Sciences
Presentation Spaces,Chris Schmandt,Principal Research Scientist
Printed Electronics,Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
Printed Displays,Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
NeXtream: Social Television,Henry Holtzman,Research Affiliate
ProcedureSpace: Managing Informality by Example,Henry A. Lieberman,Visiting Scientist
NewsJack,Henry Holtzman,Research Affiliate
No Park,Chris Csikszentmihályi,Research Affiliate
NewsJack,Ethan Zuckerman,Research Affiliate
NewsJack,Rahul Bhargava,Research Affiliate
Notifying Glasses,Pattie Maes,Professor of Media Technology
O-Link,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Using Common-Sense Reasoning to Enable the Semantic Web,Henry A. Lieberman,Visiting Scientist
Noise Locked Loop,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Steptorials: A New Interaction Technique for Learning Complex Topics,Henry A. Lieberman,Visiting Scientist
Steptorials: A New Interaction Technique for Learning Complex Topics,Christopher Fry,Visiting Scientist
Nomadic Radio,Chris Schmandt,Principal Research Scientist
Novel Architecture,Jie Qi,Research Affiliate
Nomadic Radio,Nitin Sawhney,Principal Research Scientist
Novel Architecture,Leah Buechley,Research Affiliate
Object Awareness,Pattie Maes,Professor of Media Technology
Object-Based Audio Capture,V. Michael Bove,Principal Research Scientist
Objective Self: Understanding Internal Responses,Rosalind W. Picard,Professor of Media Arts and Sciences
Omo,Kelly Dobson,Research Affiliate
Objective Self: Understanding Internal Responses,Matthew S. Goodwin,Professor of Media Arts and Sciences
Objective Self: Understanding Internal Responses,Elliott Hedman,Professor of Media Arts and Sciences
Oovit PT,Frank Moss,Professor of the Practice
Omo,Chris Csikszentmihályi,Research Affiliate
One-Bit Synthesis,Chris Csikszentmihályi,Research Affiliate
OnTheRun,Chris Schmandt,Principal Research Scientist
OnObject,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Oovit PT,John Moore,Professor of the Practice
Open Mind Common Sense,Henry A. Lieberman,Visiting Scientist
Open Badges,Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
Open Mind Common Sense,Ian Eslick,Visiting Scientist
Open Badges,Akshay Mohan,Professor of Media Arts and Sciences
Open Badges,Oren Lederman,Professor of Media Arts and Sciences
Reinventing the Retail Experience ,Rosalind W. Picard,Professor of Media Arts and Sciences
Relational Pillow,Pattie Maes,Professor of Media Technology
Reinventing the Retail Experience ,Elliott Hedman,Professor of Media Arts and Sciences
Musicpainter,Chris Schmandt,Principal Research Scientist
Relational Pillow,Sajid Sadi,Professor of Media Technology
Relief,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Relief,Daniel Leithinger,Jerome B. Wiesner Professor of Media Arts and Sciences
Relational Agents,Rosalind W. Picard,Professor of Media Arts and Sciences
Relational Agents,Timothy Bickmore,Professor of Media Arts and Sciences
Relational Analogies in Semantic Networks,Henry A. Lieberman,Visiting Scientist
Remnant: Handwriting Memory Card,Pattie Maes,Professor of Media Technology
Remnant: Handwriting Memory Card,Sajid Sadi,Professor of Media Technology
Penny Tags: General,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Remembrance Agents,Pattie Maes,Professor of Media Technology
Peddl,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Pearls of Wisdom,Mitchel Resnick,LEGO Papert Professor of Learning Research
Penny Tags: General,Richard R. Fletcher,"Director, Center for Bits and Atoms"
Peddl,Andrew Lippman,Jerome B. Wiesner Professor of Media Arts and Sciences
Peddl,David Lakatos,Jerome B. Wiesner Professor of Media Arts and Sciences
PegBlocks,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Pengachu Pocket Linux Server,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Remix and Robo Topobo,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Pengachu Pocket Linux Server,Ernest Rehmi Post,"Director, Center for Bits and Atoms"
Storied Objects,Glorianna Davenport,Visiting Scientist
Programming in Natural Language,Henry A. Lieberman,Visiting Scientist
Layered 3D: Glasses-Free 3D Printing,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Layered 3D: Glasses-Free 3D Printing,Nikhil Naik,Associate Professor of Media Arts and Sciences
Layered 3D: Glasses-Free 3D Printing,Gordon Wetzstein,Associate Professor of Media Arts and Sciences
Project Voyager,Michael J. Hawley,Research Scientist
A Switchable Light-Field Camera,Ramesh Raskar,Associate Professor of Media Arts and Sciences
OPENCODE,Henry Holtzman,Research Affiliate
A Switchable Light-Field Camera,Nikhil Naik,Associate Professor of Media Arts and Sciences
A Switchable Light-Field Camera,Gordon Wetzstein,Associate Professor of Media Arts and Sciences
OpenIR: Crowd Map,Henry Holtzman,Research Affiliate
Open Mind Commons,Henry A. Lieberman,Visiting Scientist
Open Spaces,Andrew Lippman,Senior Research Scientist
Open Mind Commons,Marvin L. Minsky,Visiting Scientist
OPENLOCKER,Henry Holtzman,Research Affiliate
Optical Programming,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
OPENTAG,Henry Holtzman,Research Affiliate
Stiff People's League,Judith S. Donath,Research Scientist
Optimal Shimming,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Opus,Cesar A. Hidalgo,Associate Professor of Media Arts and Sciences
ReSound,Kelly Dobson,Research Affiliate
ReSound,Chris Csikszentmihályi,Research Affiliate
ROAR ,Chris Schmandt,Principal Research Scientist
Resistive Sheets,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Re�play,Mitchel Resnick,LEGO Papert Professor of Learning Research
Resistive Sheets,Ernest Rehmi Post,"Director, Center for Bits and Atoms"
Re�play,Tiffany Tseng,LEGO Papert Professor of Learning Research
WordPlay,Pattie Maes,Professor of Media Technology
Robo Topobo,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Ringing in the Rain,Chris Schmandt,Principal Research Scientist
RoBallet,David P. Cavallo,Research Scientist
Robots with Common Sense,Marvin L. Minsky,Professor Emeritus 
Strata/ICC,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Rumble,Tod Machover,Muriel R. Cooper Professor of Music and Media
"Roots, Fruits, and Shoots",David P. Cavallo,Research Scientist
Safe & Sound,Chris Schmandt,Principal Research Scientist
Rope Revolution,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Perifoveal Display,Pattie Maes,Professor of Media Technology
Permanent Synthesis,Chris Csikszentmihályi,Research Affiliate
"Roots, Fruits, and Shoots",Walter Bender,Research Scientist
Rope Revolution,Lining Yao,Jerome B. Wiesner Professor of Media Arts and Sciences
Rope Revolution,Sayamindu Dasgupta,Jerome B. Wiesner Professor of Media Arts and Sciences
Perifoveal Display,Valentin Heun,Professor of Media Technology
Personal Opera,Tod Machover,Muriel R. Cooper Professor of Music and Media
Personal Opera,Peter A. Torpey,Muriel R. Cooper Professor of Music and Media
Photo Space,Andrew Lippman,Senior Research Scientist
Personas,Judith S. Donath,Research Scientist
Physical One-Way Functions,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Dancing Control System for Bionic Ankle Prosthesis,Hugh Herr,Professor of Media Arts and Sciences
Dancing Control System for Bionic Ankle Prosthesis,Bevin Lin,Professor of Media Arts and Sciences
Food Attack,Pattie Maes,Professor of Media Technology
Physical Telepresence,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Photowhere,Pattie Maes,Professor of Media Technology
Picture This!,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Food Attack,Niaja Farve,Professor of Media Technology
Physical Telepresence,Alex Olwal,Jerome B. Wiesner Professor of Media Arts and Sciences
Physical Telepresence,Daniel Leithinger,Jerome B. Wiesner Professor of Media Arts and Sciences
Programmable Beads,Mitchel Resnick,LEGO Papert Professor of Learning Research
Programmable Beads,Richard D. Borovoy,LEGO Papert Professor of Learning Research
Programming Continuum,David P. Cavallo,Research Scientist
Proverbial Wallets,Henry Holtzman,Research Affiliate
Promiserver,Henry Holtzman,Research Affiliate
Proverbial Wallets,Daniel Leithinger,Research Affiliate
Proverbial Wallets,John Kestner,Research Affiliate
Proximeter: An Ambient Social Navigation Instrument ,Henry Holtzman,Research Affiliate
Proximeter: An Ambient Social Navigation Instrument ,John Kestner,Research Affiliate
Computational Scope and Sequence for a Montessori Learning Environment,Sepandar Kamvar,Research Assistant
Computational Scope and Sequence for a Montessori Learning Environment,Kimberly Smith,Research Assistant
Computational Scope and Sequence for a Montessori Learning Environment,Yonatan Cohen,Research Assistant
Proximity Networks,Sepandar Kamvar,Research Assistant
reBook,Pattie Maes,Professor of Media Technology
Proximity Networks,Nazmus Saquib,Research Assistant
Proximity Networks,Ayesha Bose,Research Assistant
reBook,Natan Linder,Professor of Media Technology
Puzzlaef,Chris Schmandt,Principal Research Scientist
Qooqle,Henry Holtzman,Research Affiliate
quanta,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
QRtcullis,Henry Holtzman,Research Affiliate
Queen's New Clothes,Henry Holtzman,Research Affiliate
quanta,Ike Chuang,"Director, Center for Bits and Atoms"
QRtcullis,Andrew Lippman,Research Affiliate
Salvage,Henry Holtzman,Research Affiliate
Sanctuary,Eric Klopfer,Associate Professor of MAS
eRadio: Empowerment Through Community Electronic Radio,Walter Bender,Senior Research Scientist
Sanctuary,Jason Matthew Haas,Associate Professor of MAS
Same Boat,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Same Boat,Leo Burd,Associate Professor of the Practice in Media Arts and Sciences
My Ears Are Burning,Henry Holtzman,Research Affiliate
My Second-Bike,Chris Schmandt,Principal Research Scientist
My Ears Are Burning,John Kestner,Research Affiliate
PingPongPlus,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Pintail,Chris Schmandt,Principal Research Scientist
Pintail,Sujoy Kumar Chowdhury,Principal Research Scientist
PingPongPlusPlus,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
PingPongPlusPlus,Xiao Xiao,Jerome B. Wiesner Professor of Media Arts and Sciences
PingPongPlusPlus,Daniel Leithinger,Jerome B. Wiesner Professor of Media Arts and Sciences
pinwheels,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Pitcher,Tod Machover,Muriel R. Cooper Professor of Music and Media
Pitcher,Tristan Jehan,Muriel R. Cooper Professor of Music and Media
Digital Humanitarian Marketplace,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Digital Humanitarian Marketplace,Matthew Stempeck,Associate Professor of the Practice in Media Arts and Sciences
Plasma Planning,Edward Boyden,Associate Professor of Media Arts and Sciences
Out for Change: Transformative Media Organizing Project,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
